65767,15,1407
66116,15,3201
66564,15,79969
66569,15,19937
66679,15,24526
67059,15,15202
67552,15,16591
67570,15,46007
67833,15,21700
67959,15,93016
68213,15,82049
68281,15,925
68319,15,69897
68568,15,90397
69549,15,29040
69662,15,95424
69809,15,20444
70563,15,87997
70990,15,64013
70999,15,98650
71023,15,34090
71108,15,35980
71328,15,53801
71405,15,73644
72074,15,6223
72780,15,30555
73372,15,41858
73511,15,83266
73618,15,50698
73751,15,82870
74264,15,83407
75007,15,73323
75245,15,75109
75282,15,20295
75354,15,24694
75490,15,97392
75782,15,42530
75889,15,40406
75895,15,77893
76511,15,8288
76573,15,69147
76775,15,61086
77821,15,21570
78313,15,68510
78333,15,40022
78745,15,58771
79089,15,85337
79257,15,87945
79771,15,18744
79783,15,81925
80074,15,35792
80709,15,85477
80764,15,78166
80991,15,64616
80998,15,97080
81022,15,48750
81042,15,8088
81048,15,32507
81227,15,55043
81475,15,89386
81547,15,2350
81805,15,11486
82158,15,69778
82364,15,50074
82409,15,58703
82521,15,48854
83438,15,406
83496,15,20569
83682,15,2767
84140,15,52514
84548,15,84270
84884,15,68432
85148,15,47538
85272,15,82328
85375,15,470
85443,15,7243
85454,15,27552
86241,15,45377
86248,15,9946
86415,15,87043
86532,15,43510
86578,15,32434
86631,15,21283
87094,15,24138
87212,15,81461
87390,15,63714
87563,15,48909
87911,15,72251
88552,15,79547
88783,15,7866
88913,15,35339
89318,15,2713
89349,15,10239
89802,15,75945
90031,15,8428
90250,15,2144
90543,15,92144
90854,15,66207
91071,15,70509
91374,15,22614
91881,15,24708
91898,15,37605
91916,15,14458
91955,15,18582
92117,15,78952
93042,15,26311
93292,15,23826
93423,15,69872
93499,15,2078
93688,15,54218
94118,15,59557
94331,15,9459
94488,15,1795
94575,15,35188
95891,15,49725
96167,15,22895
96443,15,60462
96473,15,38648
96697,15,52444
96932,15,79063
97231,15,80319
97284,15,75094
97291,15,20035
97355,15,73584
97508,15,91670
97583,15,79014
98216,15,69835
98270,15,2884
98381,15,66160
98649,15,80644
98714,15,61039
99298,15,25384
99840,15,78255
